#
# Results on Tuesday November 29 2016 15:42:18 UTC.
# USER AGENT: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
#
# Results on Sunday December 04 2016 19:31:45 UTC.
# USER AGENT: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36
# Design number was non-random = 5
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,1,0,instructions,NULL,_REACTION_TIME_,3788
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,2,0,training1,NULL,,yes
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,2,0,training1,NULL,,no
1480879906,5147a6f6b82e2e021e4ce3368d729868,Form,2,0,training1,NULL,,yes
